index,store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,year,month,day,sales
447888,267,4,2195,1,1,0,0,2014,12,18,27889
239688,752,7,0,0,0,0,0,2014,1,26,24
310371,709,4,1674,1,1,0,1,2014,4,17,15091
187661,1047,1,0,0,1,0,0,2015,2,16,761
434071,256,4,1558,1,1,0,1,2013,8,29,23634
447840,37,7,0,0,0,0,0,2015,3,1,0
496118,286,4,614,1,1,0,0,2014,10,2,23619
106451,860,3,700,1,1,0,0,2015,1,7,20888
439014,996,6,497,1,0,0,0,2013,11,16,23564
359035,961,5,661,1,0,0,1,2015,7,24,20558
269172,214,7,0,0,0,0,0,2015,4,19,222
86198,325,7,0,0,0,0,0,2014,3,9,30
188931,616,1,1010,1,1,0,1,2013,3,25,19666
618886,840,7,0,0,0,0,1,2015,3,29,0
382324,528,2,1134,1,1,0,0,2014,9,2,22435
9859,93,2,605,1,0,0,0,2015,5,12,27882
75280,577,5,485,1,0,0,0,2015,6,26,17761
463268,439,5,946,1,1,0,1,2013,6,21,20043
172971,781,3,645,1,0,0,0,2013,3,13,24145
648301,538,4,523,1,0,0,1,2014,1,2,23037
510528,501,7,0,0,0,0,0,2014,6,1,252
195766,1015,5,0,0,0,3,1,2014,12,26,89
255201,625,2,776,1,1,0,1,2014,1,7,20088
428770,231,6,402,1,0,0,0,2013,4,20,25245
1296,1058,6,751,1,0,0,0,2014,11,29,21275
542962,356,4,399,1,0,0,0,2013,12,12,22480
646561,945,7,0,0,0,0,0,2013,9,1,0
43672,296,3,839,1,1,0,0,2014,3,19,20664
8637,881,2,354,1,0,0,1,2013,7,23,19220
522618,562,7,3134,1,0,0,0,2013,6,30,21140
519764,230,2,998,1,1,0,1,2013,7,30,28171
267315,1062,5,724,1,1,0,0,2013,2,8,21346
431106,138,1,1003,1,1,0,0,2015,3,16,24051
668192,555,4,350,1,0,0,1,2015,5,28,21941
51068,1089,3,850,1,0,0,0,2015,3,11,21166
172626,366,1,742,1,0,0,1,2014,12,29,26243
304079,250,4,0,0,0,1,0,2015,5,14,417
301464,693,5,375,1,0,0,0,2013,8,23,17831
428972,843,6,1172,1,0,0,0,2015,2,14,27430
593886,1107,3,673,1,1,0,0,2013,10,23,18523
251798,798,4,0,0,0,1,0,2014,5,29,183
529064,709,1,1577,1,1,0,0,2014,11,24,16971
305059,37,1,547,1,0,0,0,2015,1,19,28645
86646,704,7,0,0,0,0,0,2013,10,20,0
388102,950,5,791,1,1,0,0,2013,12,20,27658
31009,448,2,744,1,0,0,0,2015,5,12,21711
573655,859,7,0,0,0,0,0,2013,8,18,0
626601,703,1,0,0,0,2,1,2015,4,6,0
335442,487,5,786,1,1,0,0,2013,11,8,24158
511164,212,1,500,1,0,0,1,2014,12,29,29279
331090,996,1,630,1,0,0,0,2013,7,8,21016
91041,44,5,746,1,1,0,0,2013,1,11,26269
678131,463,7,0,0,0,0,0,2015,5,31,0
151798,858,5,347,1,0,0,0,2014,1,17,19955
507153,90,2,1013,1,0,0,0,2014,12,9,25143
613488,202,5,550,1,1,0,0,2013,10,11,24513
89897,126,1,696,1,1,0,0,2013,6,17,23750
355799,237,3,570,1,0,0,0,2015,6,10,24989
72902,1015,2,559,1,0,0,1,2014,12,30,26825
100546,784,4,1009,1,1,0,0,2015,4,30,29676
291631,529,7,0,0,0,0,0,2014,10,12,0
364084,999,7,0,0,0,0,0,2014,8,10,202
483801,740,5,472,1,0,0,0,2015,3,27,16221
314431,243,5,1139,1,1,0,1,2015,6,5,24440
537058,156,6,327,1,0,0,0,2013,9,21,23744
365270,964,5,1234,1,0,0,0,2015,7,24,20389
653491,767,7,0,0,0,0,0,2013,3,10,0
208624,976,4,713,1,1,0,0,2014,1,23,20570
23577,51,1,394,1,0,0,0,2015,4,20,36821
436168,571,5,563,1,0,0,1,2015,1,2,22121
305769,463,3,955,1,0,0,0,2013,6,12,20123
469177,76,1,764,1,0,0,0,2014,2,24,30265
619268,586,4,1987,1,1,0,0,2013,3,21,18543
413735,686,4,744,1,0,0,1,2015,2,12,18744
571147,105,4,488,1,1,0,1,2014,8,7,24021
322642,522,5,598,1,0,0,0,2015,6,12,23787
702423,593,6,811,1,0,0,0,2014,2,1,20717
62557,1050,6,505,1,0,0,0,2013,3,2,21391
266563,606,1,707,1,1,0,0,2015,4,27,23224
681443,442,5,455,1,0,0,0,2015,7,10,20285
208538,872,1,1347,1,1,0,0,2013,12,16,27863
363959,815,6,934,1,0,0,0,2014,2,8,23274
559346,782,7,0,0,0,0,0,2015,3,29,0
527445,800,5,0,0,0,1,0,2013,11,1,112
457892,1071,6,539,1,0,0,0,2015,7,4,21873
395399,925,5,0,0,1,2,1,2014,4,18,122
316149,451,7,0,0,0,0,0,2013,6,30,142
396339,212,7,0,0,0,0,0,2013,12,22,181
362958,177,7,0,0,0,0,0,2015,5,3,0
210502,867,2,408,1,0,0,0,2013,12,10,23674
223003,268,4,629,1,1,0,0,2014,6,19,22153
364484,1066,4,1167,1,0,0,0,2013,2,28,21652
434255,698,2,2213,1,1,0,0,2014,12,16,24428
95810,416,1,1288,1,1,0,0,2013,11,4,23315
43698,104,2,1066,1,0,0,0,2013,1,15,23256
127937,129,6,1107,1,0,0,0,2014,4,12,22705
252052,941,4,635,1,1,0,0,2015,7,30,20030
336126,56,2,233,1,0,0,0,2013,3,12,32561
420952,988,1,826,1,1,0,0,2014,2,17,22595
73179,1072,5,625,1,1,0,1,2013,8,2,20165
67780,1000,5,563,1,0,0,0,2013,2,1,24110
613848,327,7,0,0,0,0,0,2015,7,5,0
294829,6,5,445,1,0,0,0,2015,4,24,24683
687593,216,7,0,0,0,0,0,2014,12,28,0
576143,615,4,0,0,0,1,0,2015,5,14,227
428027,1103,4,351,1,1,0,0,2013,9,12,19081
305448,56,3,381,1,1,0,1,2013,10,23,28413
12528,176,1,613,1,0,0,0,2014,3,24,27545
176290,261,1,789,1,0,0,0,2014,2,10,23053
160691,479,6,850,1,0,0,0,2015,6,13,21524
581204,684,2,699,1,1,0,0,2014,2,4,20068
596227,520,1,556,1,1,0,0,2014,12,15,30847
594491,923,5,503,1,0,0,0,2014,3,28,16673
227289,923,7,0,0,0,0,0,2014,6,1,139
520954,708,5,360,1,0,0,1,2013,4,5,14604
350438,657,6,715,1,0,0,0,2013,6,29,17472
564695,323,7,0,0,0,0,0,2014,6,29,61
607813,397,6,698,1,0,0,0,2014,12,27,26046
446175,56,6,537,1,0,0,0,2013,5,18,31341
39966,271,3,821,1,0,0,0,2014,12,10,22675
88920,413,4,0,0,1,1,1,2015,6,4,163
2641,495,7,0,0,0,0,0,2014,4,20,126
275820,152,4,633,1,1,0,1,2014,10,9,26227
112903,678,6,688,1,0,0,0,2014,4,26,12037
58464,729,3,1057,1,1,0,0,2014,3,19,15457
414681,394,7,0,0,0,0,0,2014,7,27,12
207723,321,7,0,0,0,0,0,2014,7,13,92
396535,842,3,963,1,0,0,0,2015,2,11,27404
479420,561,4,642,1,0,0,0,2013,9,5,20329
578698,964,5,1343,1,0,0,0,2014,12,12,23547
444628,709,3,1493,1,1,0,0,2015,6,17,15006
501136,1010,7,0,0,0,0,0,2013,8,4,31
626459,350,3,575,1,1,0,0,2014,12,3,18424
454343,521,7,0,0,0,0,0,2013,1,6,80
184996,239,1,755,1,1,0,0,2014,11,3,25687
195603,638,6,563,1,0,0,0,2014,5,17,22075
340396,813,2,692,1,1,0,0,2015,7,14,25235
270295,250,3,539,1,0,0,0,2015,6,24,25513
644116,1013,1,420,1,0,0,1,2014,10,13,21376
375378,746,6,683,1,0,0,0,2013,3,30,20313
28458,467,7,0,0,0,0,0,2013,12,22,26
346724,440,5,679,1,0,0,1,2013,12,27,23186
552107,968,6,527,1,0,0,0,2013,7,20,20540
84994,158,2,360,1,0,0,0,2013,3,12,25435
123974,9,2,435,1,0,0,0,2013,2,26,23743
404821,830,5,616,1,1,0,0,2014,1,10,23446
294056,336,4,1809,1,0,0,0,2014,3,13,21671
482356,421,4,732,1,0,0,0,2013,1,17,21529
446636,473,3,0,0,0,1,1,2014,1,1,0
207383,111,1,663,1,1,0,0,2014,11,3,24748
149234,658,1,421,1,0,0,0,2015,2,23,16485
692974,1082,1,1386,1,1,0,0,2013,1,7,20096
215013,101,2,811,1,0,0,0,2013,5,21,24293
28972,480,1,708,1,0,0,0,2015,5,11,22518
709465,844,6,283,1,0,0,0,2013,11,9,23168
68581,67,3,836,1,0,0,1,2013,1,2,25506
184903,79,7,0,0,0,0,0,2013,4,7,99
56177,897,4,226,1,0,0,0,2014,6,26,20554
147543,262,1,3597,1,0,0,0,2013,8,5,20324
201378,1096,1,583,1,0,0,0,2015,3,23,18463
52869,942,6,411,1,0,0,0,2013,9,21,17400
644306,364,5,585,1,0,0,0,2015,2,13,20667
182310,506,6,758,1,0,0,0,2014,5,10,24886
143088,357,7,0,0,0,0,0,2015,4,19,178
627657,51,4,502,1,1,0,0,2013,1,10,33020
340876,326,6,541,1,0,0,0,2014,5,10,19838
102139,423,7,2598,1,0,0,0,2013,6,9,19970
631214,493,6,866,1,0,0,0,2014,2,1,24450
129677,742,3,0,0,1,1,0,2013,5,1,0
541604,519,3,595,1,0,0,0,2015,5,13,24179
377468,208,1,458,1,1,0,0,2013,9,9,26248
209686,544,6,1354,1,0,0,0,2015,3,28,23077
684040,347,7,0,0,0,0,0,2013,7,14,73
63127,748,7,0,0,0,0,0,2014,10,26,0
350944,234,3,769,1,0,0,0,2015,3,25,28300
171232,1014,7,0,0,0,0,0,2014,1,19,31
7930,712,7,0,0,0,0,0,2015,7,26,189
623826,419,5,816,1,0,0,0,2013,8,9,20913
134297,851,4,0,0,1,1,0,2014,5,1,41
118984,1045,4,914,1,1,0,0,2014,11,13,21499
152685,556,5,705,1,0,0,0,2015,6,12,21589
31907,930,6,1568,1,0,0,0,2014,10,4,18742
89388,627,7,0,0,0,0,0,2014,3,9,120
220214,854,5,710,1,1,0,0,2015,6,19,22602
707260,1109,7,0,0,0,0,0,2013,8,11,2
598259,167,7,0,0,0,0,0,2014,3,23,0
338317,1103,4,305,1,1,0,1,2013,1,10,19036
502500,945,6,327,1,0,0,0,2014,3,29,18759
709946,409,7,0,0,0,0,0,2013,6,2,93
549106,142,4,573,1,0,0,1,2014,1,2,24064
150131,833,3,442,1,0,0,0,2013,2,13,21550
332366,568,7,0,0,0,0,1,2014,8,24,0
163170,646,3,691,1,1,0,0,2013,10,23,17554
649639,826,6,576,1,0,0,0,2013,6,22,23350
204531,103,2,521,1,1,0,0,2013,12,17,27651
103173,1111,1,721,1,1,0,0,2013,7,15,23302
692347,809,7,0,0,0,0,0,2015,4,12,99
302688,1099,4,954,1,0,0,0,2013,6,13,14459
99931,480,7,0,0,0,0,0,2013,3,17,0
405166,498,6,1013,1,0,0,0,2015,5,2,26095
512802,1092,1,1113,1,0,0,0,2014,2,10,18395
15517,853,6,1064,1,0,0,0,2013,12,14,23550
577102,168,7,0,0,0,0,0,2014,12,21,37
612429,302,5,252,1,0,0,0,2013,2,15,20162
41923,863,1,1045,1,1,0,0,2015,1,12,22439
24765,538,6,337,1,0,0,0,2014,1,18,24395
499485,369,4,488,1,0,0,0,2013,3,14,22982
345985,118,6,738,1,0,0,0,2013,9,28,22215
143667,696,4,1048,1,1,0,0,2013,8,29,19242
95659,1,6,560,1,0,0,0,2014,5,31,24148
19363,265,4,582,1,1,0,0,2015,2,19,24897
289023,679,4,1064,1,1,0,0,2013,8,29,12658
320025,534,7,0,0,0,0,0,2014,3,30,54
360785,1113,6,635,1,0,0,0,2013,2,16,21260
475419,518,2,404,1,0,0,0,2015,5,12,24152
512706,464,1,2063,1,0,0,1,2014,12,29,24985
136265,711,7,0,0,0,0,0,2013,1,27,132
553693,323,3,554,1,0,0,0,2014,6,11,21559
298193,964,7,0,0,0,0,0,2013,10,13,0
514642,812,6,396,1,0,0,0,2013,1,12,22261
224768,630,3,723,1,0,0,0,2014,3,26,17867
96151,983,1,2188,1,1,0,0,2013,3,4,23027
569449,450,5,1048,1,0,0,1,2013,7,26,19776
383311,176,7,0,0,0,0,0,2015,1,4,0
299903,658,7,0,0,0,0,0,2013,5,26,0
318518,894,6,627,1,0,0,0,2015,1,24,20372
335709,424,7,0,0,0,0,0,2013,11,10,0
70081,155,6,804,1,0,0,0,2014,6,28,24835
58573,178,6,694,1,0,0,0,2015,7,11,23764
283569,614,6,976,1,0,0,0,2014,8,9,14852
204749,864,3,646,1,1,0,0,2013,1,9,20642
473745,307,4,448,1,1,0,1,2014,7,31,24368
203009,563,6,735,1,0,0,0,2015,1,17,18986
588986,30,2,590,1,0,0,1,2015,7,21,25399
86343,35,5,810,1,1,0,1,2014,8,1,24807
550564,214,3,535,1,0,0,0,2015,2,25,26541
345535,1096,5,0,0,0,3,1,2014,12,26,0
17936,646,1,689,1,0,0,0,2014,2,10,17914
312589,98,5,351,1,0,0,0,2013,3,15,26401
512669,750,7,0,0,0,0,0,2013,6,16,54
522584,583,1,394,1,0,0,0,2015,3,9,17903
182254,269,7,0,0,0,0,0,2013,11,10,0
245976,201,3,355,1,0,0,0,2014,5,14,25635
600058,718,1,1123,1,1,0,0,2014,5,5,16021
256437,132,3,464,1,1,0,0,2013,2,20,23383
580991,323,6,628,1,0,0,0,2015,6,6,20474
517927,769,5,3079,1,1,0,0,2013,5,3,11193
595243,825,6,602,1,0,0,0,2013,2,16,23648
193482,503,6,448,1,0,0,0,2015,2,7,24611
697154,760,5,1147,1,0,0,0,2014,10,17,9373
680830,335,3,3027,1,1,0,1,2014,4,16,20175
653260,801,3,650,1,1,0,1,2014,4,30,28703
226265,300,3,0,0,0,1,1,2014,1,1,33
96106,988,4,648,1,0,0,0,2015,3,12,20311
496005,605,4,442,1,0,0,0,2014,10,16,17693
413939,774,4,678,1,0,0,1,2013,1,3,24688
519408,979,4,681,1,1,0,0,2015,7,2,22297
705635,416,4,1111,1,0,0,0,2014,1,16,20337
655170,866,3,727,1,1,0,0,2014,4,30,24121
189045,732,3,448,1,0,0,0,2013,2,13,14219
265434,568,3,389,1,0,0,0,2014,11,19,17278
234088,1103,5,0,0,1,2,1,2013,3,29,238
124627,1049,1,641,1,0,0,0,2015,4,20,19291
127600,841,3,609,1,1,0,0,2014,4,16,24448
558635,349,3,774,1,0,0,0,2014,2,12,24170
622769,71,6,592,1,0,0,0,2013,12,28,23965
696214,51,6,555,1,0,0,0,2014,3,15,31714
72808,137,7,0,0,0,0,0,2013,1,20,75
554343,22,3,576,1,1,0,1,2013,3,27,24430
164449,327,1,0,0,0,0,0,2014,3,10,256
641011,643,2,785,1,0,0,1,2013,12,24,20740
98447,918,6,327,1,0,0,0,2014,8,30,21317
293069,671,7,0,0,0,0,0,2013,10,6,95
530030,830,6,252,1,0,0,0,2013,12,7,25832
554188,719,3,381,1,0,0,0,2013,11,27,14391
365027,313,4,704,1,1,0,0,2015,1,8,21637
11485,392,6,453,1,0,0,0,2015,3,14,22421
487887,866,2,487,1,1,0,0,2013,10,8,21908
110164,467,1,2005,1,1,0,0,2013,10,7,23423
81137,404,3,590,1,1,0,0,2013,2,6,20235
378009,301,6,497,1,0,0,0,2013,8,3,20838
333368,266,2,442,1,0,0,0,2014,1,14,24839
4577,344,5,977,1,0,0,0,2014,9,12,19425
329748,98,2,373,1,0,0,1,2013,8,20,26102
696829,54,5,642,1,0,0,0,2014,6,27,33309
521485,795,1,464,1,0,0,1,2014,12,29,26718
440471,792,4,764,1,1,0,0,2014,5,8,25549
43273,181,5,571,1,0,0,1,2013,8,23,23082
680925,232,5,355,1,1,0,0,2014,10,24,25660
669651,300,4,797,1,0,0,0,2014,2,27,21293
78249,468,4,568,1,0,0,1,2013,7,11,20738
42643,130,5,592,1,0,0,1,2014,10,31,24593
191261,233,1,1102,1,0,0,0,2015,4,20,31652
621407,536,6,533,1,0,0,0,2015,3,14,24575
153896,766,6,512,1,0,0,0,2013,2,2,10599
391128,637,6,630,1,0,0,0,2013,5,11,21719
592227,280,3,560,1,0,0,0,2015,5,13,21585
247530,997,6,393,1,0,0,0,2013,5,4,23681
310683,987,3,698,1,0,0,1,2013,7,24,19668
489370,690,7,0,0,0,0,0,2014,10,26,73
71929,236,7,0,0,0,0,0,2013,12,15,0
614926,316,2,901,1,1,0,0,2014,10,21,22742
314102,813,4,638,1,0,0,0,2014,1,30,24246
319500,556,2,996,1,1,0,0,2015,1,13,22190
423019,758,5,633,1,1,0,1,2015,6,5,10903
529915,405,5,491,1,0,0,0,2015,5,15,21185
295587,520,6,282,1,0,0,0,2014,3,29,26336
259976,889,4,508,1,1,0,0,2013,3,7,21368
659585,504,6,953,1,0,0,0,2013,8,17,23160
639907,461,3,398,1,0,0,1,2014,6,11,20449
269512,374,7,0,0,0,0,0,2015,1,25,419
377807,61,4,553,1,1,0,0,2014,1,23,33362
621349,947,7,0,0,0,0,0,2014,2,2,0
664583,1001,6,367,1,0,0,0,2015,4,25,22742
351211,370,4,671,1,1,0,0,2014,10,23,23030
191651,836,1,890,1,1,0,1,2013,7,29,23173
188853,684,2,275,1,0,0,1,2013,2,12,18281
447029,189,2,742,1,0,0,0,2014,2,11,24308
144005,73,7,0,0,0,0,0,2015,6,28,0
131473,1110,4,673,1,1,0,0,2015,3,19,21708
211998,519,3,435,1,1,0,0,2014,5,21,23645
198582,576,2,838,1,0,0,0,2013,12,10,21106
203648,198,1,507,1,1,0,1,2014,7,28,25114
236452,298,1,786,1,1,0,0,2015,3,16,22968
128560,1055,1,895,1,0,0,1,2014,10,27,19175
228147,109,7,0,0,0,0,0,2014,9,28,0
468110,23,6,458,1,0,0,0,2014,10,11,22418
530294,866,3,406,1,1,0,0,2013,3,6,21303
131338,221,5,0,0,1,2,1,2014,4,18,0
98656,614,1,1226,1,1,0,0,2014,6,2,19088
539476,566,6,508,1,0,0,0,2014,12,27,20818
357461,1054,6,614,1,0,0,0,2013,3,30,22814
623288,648,3,517,1,0,0,0,2013,5,22,17474
304199,432,6,1183,1,0,0,0,2013,8,24,18659
341773,762,6,319,1,0,0,0,2013,9,21,9950
687319,59,4,515,1,0,0,0,2015,2,12,32971
520025,821,1,796,1,0,0,0,2013,8,19,23250
495476,1016,6,507,1,0,0,0,2015,5,2,25688
178887,1095,6,446,1,0,0,0,2015,2,21,19916
133088,671,2,576,1,0,0,0,2014,2,11,15009
276494,370,2,535,1,0,0,0,2013,6,25,21926
275206,761,7,0,0,0,0,0,2015,6,7,0
319440,436,2,594,1,0,0,0,2013,7,9,20237
263885,368,5,743,1,1,0,0,2015,7,3,23719
622904,2,2,596,1,0,0,0,2014,12,9,24822
209896,292,7,0,0,0,0,0,2014,5,4,0
573740,51,7,0,0,0,0,0,2015,7,12,156
393924,87,3,763,1,0,0,0,2013,4,17,27728
525842,503,1,440,1,0,0,1,2015,7,20,23070
55681,524,3,855,1,1,0,0,2013,11,20,25327
406480,37,5,984,1,0,0,1,2015,1,2,27312
534304,786,5,594,1,1,0,1,2013,10,25,26686
170426,85,2,1004,1,1,0,0,2014,3,4,28427
534424,674,5,1252,1,1,0,0,2014,9,5,15340
586262,192,2,763,1,0,0,0,2015,6,9,25114
577837,799,7,0,0,0,0,0,2013,4,21,66
207705,830,1,644,1,1,0,0,2013,6,3,25305
186284,327,5,896,1,0,0,0,2013,4,5,19867
342305,697,7,0,0,0,0,0,2013,12,22,0
565634,899,3,662,1,1,0,0,2013,10,9,22026
457945,14,5,555,1,0,0,0,2013,9,6,22365
431256,615,3,1363,1,1,0,0,2013,11,6,18455
35915,541,6,845,1,0,0,0,2013,4,27,22751
565110,814,7,0,0,0,0,0,2013,9,15,0
327115,300,2,917,1,1,0,0,2014,1,21,21082
537459,151,2,756,1,1,0,0,2015,3,3,26983
446456,1045,1,437,1,0,2,1,2013,4,1,20937
363643,125,4,1626,1,1,0,0,2013,10,24,23522
381244,796,3,621,1,1,0,0,2013,4,10,26778
490230,283,5,765,1,1,0,0,2013,10,11,21557
235340,414,6,542,1,0,0,0,2013,3,9,20436
328265,667,4,805,1,1,0,0,2014,2,6,16772
267624,952,5,576,1,1,0,0,2014,5,23,22202
48389,1060,5,833,1,1,0,0,2014,2,7,20310
492115,834,7,0,0,0,0,0,2014,6,15,85
585598,729,6,868,1,0,0,0,2015,3,28,16637
271145,141,2,699,1,1,0,1,2013,8,27,23425
620587,725,6,549,1,0,0,0,2013,1,5,15628
658799,396,5,1096,1,1,0,0,2014,5,9,23455
121067,756,6,2839,1,0,0,0,2014,2,1,21622
211575,324,5,744,1,1,0,0,2013,3,8,20283
149297,557,4,542,1,0,0,0,2015,5,28,21941
541165,324,1,725,1,0,0,0,2015,4,20,19369
568008,185,7,0,0,0,0,0,2013,6,9,2
641080,142,1,710,1,1,0,0,2015,4,13,24842
332723,1088,7,0,0,0,0,0,2014,4,13,25
449470,371,1,479,1,0,0,0,2013,11,11,20362
76781,39,5,533,1,0,0,1,2014,8,15,24522
525223,908,4,404,1,1,0,0,2013,5,16,22413
302535,273,5,764,1,1,0,0,2015,6,19,19855
528727,702,4,262,1,0,0,1,2013,8,22,14126
291041,954,5,737,1,0,0,1,2013,8,9,20256
598845,614,7,0,0,0,0,0,2013,9,15,0
704958,855,4,0,0,0,3,1,2013,12,26,3
112928,1046,4,737,1,1,0,0,2015,4,16,21922
266849,574,4,622,1,1,0,1,2013,8,29,20977
500674,880,5,727,1,0,0,0,2013,3,15,19789
499556,898,7,0,0,0,0,0,2013,6,23,0
10594,267,1,929,1,0,0,0,2013,8,19,21411
334986,199,6,526,1,0,0,0,2015,1,3,23446
193295,902,3,555,1,0,0,0,2015,4,22,23636
457231,178,5,1028,1,1,0,0,2013,4,12,25276
383967,1006,2,1029,1,1,0,1,2015,7,14,22317
619350,543,2,322,1,1,0,0,2013,3,19,22932
95742,165,7,0,0,0,0,0,2015,5,10,0
664608,1022,1,995,1,1,0,0,2013,4,22,25417
63534,667,1,957,1,1,0,0,2013,3,4,18045
679226,714,6,388,1,0,0,0,2015,2,7,15461
344507,790,5,1120,1,1,0,0,2013,12,20,29650
706800,306,6,275,1,0,0,0,2013,6,29,19874
278051,317,2,568,1,1,0,0,2013,5,14,22592
306068,759,5,895,1,1,0,0,2013,6,7,9581
381247,48,5,503,1,1,0,0,2013,9,13,22654
347605,675,6,303,1,0,0,0,2013,1,26,15344
193384,860,2,976,1,1,0,0,2014,12,2,23881
294852,82,5,928,1,1,0,0,2014,9,5,25914
657324,444,6,1590,1,0,0,0,2013,10,26,19560
204486,552,4,743,1,1,0,0,2015,2,19,21028
35809,864,5,644,1,1,0,0,2014,7,4,21590
562201,525,2,950,1,1,0,0,2013,4,23,23827
591997,681,3,595,1,1,0,0,2014,7,2,16717
446847,897,6,388,1,0,0,0,2014,7,19,20756
104125,703,3,379,1,1,0,0,2013,11,20,16082
184776,278,4,1054,1,1,0,1,2014,4,17,23649
675434,326,1,0,0,0,1,0,2013,5,20,94
529551,892,6,314,1,0,0,0,2014,4,5,20464
489989,95,3,522,1,0,0,1,2014,12,24,28951
274761,388,3,1000,1,0,0,0,2014,9,10,20324
646151,209,2,460,1,0,0,0,2014,1,28,25379
169706,926,6,540,1,0,0,0,2013,6,22,16606
468116,154,6,753,1,0,0,0,2015,2,14,24409
585637,239,7,0,0,0,0,0,2014,10,12,0
613997,318,3,716,1,1,0,0,2013,8,28,21950
15398,49,5,626,1,1,0,0,2014,6,6,33255
321894,559,3,808,1,1,0,0,2014,10,8,21843
24450,262,3,2984,1,1,0,0,2015,3,18,20496
186276,907,1,818,1,0,0,1,2015,7,6,21102
667661,732,4,422,1,0,0,0,2013,1,31,14912
36928,870,2,991,1,1,0,0,2015,4,28,22975
188913,322,1,835,1,1,0,0,2015,3,16,24026
469502,812,1,802,1,0,0,0,2014,3,24,21931
373692,598,6,606,1,0,0,0,2015,2,7,21570
613102,226,4,625,1,0,0,0,2014,7,10,26535
247333,779,1,873,1,1,0,0,2015,6,29,29631
87979,1068,4,292,1,1,0,0,2015,1,8,20962
384148,166,4,828,1,0,0,1,2015,4,9,26453
300243,308,2,832,1,0,0,0,2015,5,12,23063
113833,274,6,787,1,0,0,0,2013,12,14,22876
464628,899,4,571,1,1,0,1,2015,7,30,23346
333856,936,2,927,1,1,0,0,2015,6,16,18836
605321,143,5,512,1,0,0,0,2013,12,13,24891
145731,317,4,546,1,1,0,0,2014,1,9,22789
14190,978,3,863,1,0,0,0,2013,6,26,19844
453349,740,3,501,1,1,0,0,2013,10,9,16559
627035,94,3,673,1,1,0,0,2015,2,4,26733
124109,696,7,0,0,0,0,0,2013,8,25,100
114624,827,2,1619,1,1,0,0,2013,4,30,26278
294705,599,6,1003,1,0,0,0,2014,10,25,20789
1125,8,3,832,1,1,0,0,2015,4,29,26548
120005,1014,2,1774,1,1,0,1,2014,8,19,23984
445852,476,6,303,1,0,0,0,2013,7,13,19277
518229,670,4,660,1,0,0,1,2013,4,4,16133
266782,269,2,1028,1,0,0,1,2014,10,14,21804
108030,810,6,699,1,0,0,0,2014,4,19,23073
91817,1057,3,490,1,0,0,0,2013,3,13,20285
155767,460,2,319,1,0,0,0,2013,9,17,20046
333723,865,6,351,1,0,0,0,2014,7,26,20169
175322,573,5,390,1,1,0,0,2015,5,22,20970
353939,1033,3,1297,1,1,0,1,2014,7,16,24676
102827,837,5,704,1,1,0,0,2014,11,7,22559
346177,722,1,1797,1,1,0,0,2014,2,17,15153
23950,580,6,1542,1,0,0,0,2013,1,5,16998
299710,449,4,1708,1,1,0,0,2014,7,31,23247
477210,801,2,478,1,0,0,1,2013,4,2,23585
556147,871,2,412,1,1,0,1,2014,8,19,21441
557765,973,4,733,1,0,0,0,2014,11,20,20062
270629,401,3,806,1,1,0,0,2014,9,3,21331
486984,493,4,673,1,0,0,0,2013,5,23,22845
448881,687,1,739,1,0,0,0,2015,6,22,18801
536769,41,6,408,1,0,0,0,2013,5,11,24970
581187,393,7,0,0,0,0,0,2013,4,21,0
209143,436,5,699,1,1,0,1,2013,7,19,20043
648604,787,5,1279,1,1,0,1,2013,10,25,26686
412878,847,3,951,1,1,0,1,2015,7,1,23684
574289,690,6,684,1,0,0,0,2015,4,18,19538
3648,169,5,814,1,1,0,0,2014,1,24,25516
277809,636,4,968,1,1,0,1,2014,4,17,18861
119830,44,7,0,0,0,0,0,2014,1,12,1
143686,288,4,335,1,0,0,0,2015,6,25,20489
272806,44,7,0,0,0,0,0,2013,2,10,0
468792,295,6,738,1,0,0,0,2013,3,30,22106
642812,1062,7,0,0,0,0,0,2013,8,11,0
680706,600,7,0,0,0,0,0,2014,8,3,217
124172,66,2,468,1,1,0,0,2014,11,11,24449
180907,575,2,496,1,0,0,1,2015,4,7,18469
365422,152,2,627,1,1,0,0,2014,10,21,25745
601978,213,7,0,0,0,0,0,2014,2,16,188
435594,947,7,0,0,0,0,0,2013,2,24,0
582668,848,2,755,1,1,0,0,2013,9,24,20977
15303,919,3,657,1,0,0,0,2013,6,12,18937
556385,989,2,245,1,0,0,1,2013,2,12,20136
497881,1003,3,539,1,0,0,0,2014,1,15,20395
128319,424,6,835,1,0,0,0,2014,12,6,19838
290094,65,4,416,1,0,0,0,2013,1,17,31326
317736,828,4,628,1,1,0,0,2014,9,4,24221
652834,912,5,659,1,0,0,0,2013,9,20,18296
180434,958,5,584,1,1,0,0,2015,3,6,22022
694231,632,7,0,0,0,0,0,2014,12,7,130
672345,1014,1,1273,1,0,0,0,2013,9,16,20633
589662,421,2,920,1,0,0,0,2014,6,10,21154
163041,746,1,568,1,1,0,1,2013,10,21,19017
331656,78,1,639,1,1,0,0,2014,9,15,26425
501766,949,7,0,0,0,0,0,2013,12,29,0
81747,273,7,0,0,0,0,0,2014,7,27,60
620564,483,3,693,1,1,0,1,2014,9,3,24150
204209,756,7,0,0,0,0,0,2014,7,27,120
